ID_Mensaje,Remitente,Asunto,Resumen,ID_Pedido,Texto_Incidencia,Texto_Procesado,Categoria_Origen,Sentimiento,Emocion,Prioridad,Estado
1776610869932014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re asunt buen llev vari dias intent gestion devolu sol da opcion cambi articul mism aunqu model pag no talla.despues problem quier reembols import no,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776610697284004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],sudader lemon oval hoodi buen tard compr sudader black friday se hac tiemp regal rey regal parej dia hoy puest sol vez prim lav sudader perd total color l,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776609403560015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],no pued aplic codig descuent hol mand codig descuent no funcion,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776607862876003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],tall agot rebaj buen tard quer pregunt si termin rebaj ahor cre q warehous sal vais repon tall diferent sudader ademas si podr dec si rebaj fech determin p,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776602682953004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],envi ped buen tard hor hac ped no dej realiz direccion envi zafr badajoz viv cas call blas escob numer 3. no si algun problem pon direccion no repart,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776600195862014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],bonjour atencionalclient je suis prt travaill avec votr boutiqu et amelior vos resultats si interess discutons dun commission base sur performanc partagez votr whatsapp ou reseau social,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776599333615004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],hol nombr juliet hic ped hac mes viaj no lleg tiemp entreg compr ahor volv viaj no ped tampoc devolv diner deb hac dat compraord,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776597028884003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_40ef11f1,[OCULTO POR PRIVACIDAD],fw ped sid envi proces bord buen ped indic transport hor realiz ped hoy fech necesit ped no lleg ver si solucion habl transport veo ped almacen t,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776593178052014201,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_e4734bd0,[OCULTO POR PRIVACIDAD],re acus recib redevolu prend coment numer ped esens1128144 numer seguimient pq8flg0416673180128692r cog postal correo28692siroskitagmail.com situacionn conform ped gust hac devolu graci dom,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776592890991014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_e4734bd0,[OCULTO POR PRIVACIDAD],devolu prend buen dias dia hic compr sudader esenzi no gust qued gust devolverla. cuant proces devolu traves pagin web solicit introduzc datosord numb esens1128144em,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776591048507014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_ed7f680b,[OCULTO POR PRIVACIDAD],re redevolucion ped ped hol duni buen diassab lleg ped verd hac larg cre pod ponermel feri mil graci yaho mail busc organiz conquist,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776586821478004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],esenziaclub x lum partners agency propuest colabor hol esenziaclub influenc manag agenci lum partners gust conect contig colabor creador multipl merc inclu hungr portugal rein unid moment explor posibl asociac,TARA PROVEEDOR,POS,joy,BAJA,Abierto
1776580805492014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],devolu hol compr product internet quer ver si posibl devolv tiend graci envi outlook ios,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776545774098015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],disponibil camiset buen podr dec si camiset mang cort rust craft tee volv dispon tall m l graci,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776532808759015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],corre confirm ped buen tard ayer mañan entorn 930h realic ped dos product finalic compr cobr ped embarg no envi corre confirm ped ped const dos product ad,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776529520897014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_65cfde78,[OCULTO POR PRIVACIDAD],support request other for order esens1127667 been solv helpdesk support request other for order esens1127667 been solv hell duni the request is clos and does not requir furth action order esens1127667 other cheers the bigblu team the futur of logistics you can manag your notification,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776529390174014201,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],no quier punt recoj quier direccion,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776528829802014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_f4dd5338,[OCULTO POR PRIVACIDAD],re acus recib redevolu numer pededi esens1128149 sudader imit tall xl qued grand necesit tall l no mism model si pued hac devolu model si tall l,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776523262973004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib redevolu n pedido127793 situacion ped devolu pod ayudart pued llev ped devolu tiend fisic hac corre sab abr duni sanchis rodriguez atencionalclient,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776523124667014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],devolu tramit devolu pued devolv product tiend sevill fisic si dej posibl hac corre numer 127793. much graci,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776522549505004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re acus recib re no lleg ped hazedm rembols ursul okuinghttonswww.monasoul.comsun.sound.soul,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776518335011003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],devolu buen tard recib ped tall grand necesit tall men model no pued hac devolu form gratuit model tall necesit,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776517292981004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_5b35ef40,[OCULTO POR PRIVACIDAD],re confirm ped no pod seleccion punt recog dej hac sabr recog ped envi outlook ios esenzi atencionalclienteesenziaclub.com envi saturday april pm jk6500hot,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776516153068004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re recog ped esenzi buen tard salud graci notific buen sab jos nev luqu email joneva2009hotmail. tel,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776513338368014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_2ab5347a,[OCULTO POR PRIVACIDAD],re confirm ped buen tard cobr gast envi ped super eur qued esper respuesta.un salud monic perez envi iphon,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776512250562004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_f2406f8a,[OCULTO POR PRIVACIDAD],re acus recib reped hola much graci dat n ped situacion ped pon seguimient esper inform pod ayudart quer sab cuant dias tard lleg ped pagin pon,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776512212450004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_73e3743a,[OCULTO POR PRIVACIDAD],re acus recib re incident ped n ped situacion ped esper inform pod ayudart ped sudader camiset dos sudader recib ningun problem camiset no recib corre q no qued stock s,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776511973731003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_73e3743a,[OCULTO POR PRIVACIDAD],re incident ped buen prefer reembols import correspondient camiset salud jue abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776511409203004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_f2406f8a,[OCULTO POR PRIVACIDAD],ped hola hic ped miercol sudader gre spark crewneck sab lleg pon tard 2448h seguimient shop pon esper inform aun much graci envi iphon,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776511190121004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_85843abf,[OCULTO POR PRIVACIDAD],re ped sid envi proces bord buen dias product ped sab abr esenzi atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776510399497003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_7314d48d,[OCULTO POR PRIVACIDAD],order other issu buen dias necesit cambi telefon contact pelayin8caogmail.com not the following information is for internal use order esens1128260 custom mar españ lopez contact from esenzi tracking pageemails cat,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776509900584014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],seguimient ped buen tard gust sab va ped graci disculp molestias.un salud,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776509424304015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],hol buen miercol hic ped pagin esenzi ped sudader numer seguimient ped sal pagin shop hac seguimient miercol sal mism esper,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776504926123004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],descuent no val hol acab suscrib mism email recib descuent besenzia10 compr sudader no pued aplic dich descuent pon no val super ciert cantid diner no funcion,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776502752170015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_8c369411,[OCULTO POR PRIVACIDAD],envi respuest contracarg ped esenzi abril respuest reclam envi ver ped envi respuest contracarg ped banc client inform banc tom decision contracarg proces pued,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776501812728015101,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],colgant llav buen dias stock colgant llav graci,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776499944411014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_8d27d9e6,[OCULTO POR PRIVACIDAD],re retir ped hol talhic ped sudader necesit devolv ped tall no se com form proced podr ir tiend hac alli ser mensaj graci salud,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776498894897004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_6e9ef091,[OCULTO POR PRIVACIDAD],order other issu aparec lleg lun just lun no nadi cas mañan pued recog institut no podr cog telefon no cambi numer telefon algun famili si,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776493898537015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],no disponibil envi buen dias sudader gre beyond hoodi intent compr envi domicili cadiz dic no dispon ennvi pes hab existent tall m.me pued dec si problem informat pu,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776465527266014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_ed9fb0e6,[OCULTO POR PRIVACIDAD],re acus recib reinform devolu hol much graci n ped esens1127816est entreg gust hac cambi tall sab abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776465012068003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],inform devolu hol buen esper vay bien hic hac dos dias ped onlin sudader hoy recog punt recog tras probarmel quer hac devolu intercambi tall pon numer envi corr,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776460383688004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],gust devolv product ped devolv met numer ped pon no encuentr,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776449459912003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_222ada4e,[OCULTO POR PRIVACIDAD],order other issu gust devolv sudader roj martaalvarez.0711gmail.com not the following information is for internal use order esens1127925 custom mart alvarez garamendi contact from esenzi tracking pageemails category,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776447398179014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],buen tard hac prim ped esenzi cre cuent subscrit rrss no dej aplic descuent sudader rebaj no pued aplic descuent much graci v,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776447077968014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],no recib qr buen tard punt recog ped no recib codig qr retir mir corre spam nad pued ayud much graci salud,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776445490161014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_9be39b61,[OCULTO POR PRIVACIDAD],re acus recib re incident ped vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776444529083014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_e7f205c4,[OCULTO POR PRIVACIDAD],order issu at delivery no qr lydiaarandacamaragmail.com not the following information is for internal use order esens1125048 custom lydi arand cam contact from esenzi tracking pageemails category issu at delivery order st,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776443811604015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re fwd delivery status notification delay buen tard duni qued har devolu import sudader envi corre gratuit fech hoy pes verm dich proced devolu metod original pag no hech,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776443771613014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_36b38cfb,[OCULTO POR PRIVACIDAD],re factur hol no nad pag cobr dos pilar no devuelt nad xq q reembols cantid mar abr esenzi atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776439708634014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re ped no lleg buen tard no quier ser pes hac rog ped no dan respuesta.podr darm solucion favor fern garci salud jue abr fern garc fernandogarciariquelgmail.com,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776438370799014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re retall much graci si no qued bien pued devolv tiend si compr onlin envi outlook andro from duni sanchis rodriguez atencionalclienteesenziaclub.com sent thursday april pm to myriam,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776438118790003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],collaboration proposal hi i hop your doing well my nam is valeri im professional model and i also creat editorialstyl content for brands ive com across your brand and i really lov what your doingit aligns very naturally with my style id lov to coll,INCIDENCIA GENERAL,POS,joy,BAJA,Abierto
1776436703191004501,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_7344731f,[OCULTO POR PRIVACIDAD],re acus recib re n pedidoesens1127587 situacion ped quis devolv vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776436123432004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_2dede791,[OCULTO POR PRIVACIDAD],tall no correspond buen tard ped sudader outlet onlin ped m. siempr compr m sudader marc qued pequeñ demas ped esens1127888 corre realic ped,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776435614036014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],polar hol buen tard pregunt hac par años herman hiz forr polar customiz grup amig entonc quer sab men com pod hac grup amig,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776435397431014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],buen indic no exist numer ped corre,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776434833839014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_9be39b61,[OCULTO POR PRIVACIDAD],re incident ped buen tard gust llev cab reembols much graci vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776433600706003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],hol atencionalclient observ ide podr ayud aument ped tiend men ingres semanal pued ten permis compart favor compartem contact whatsapp,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776432270082014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_96716a1b,[OCULTO POR PRIVACIDAD],re order already been shipp or is in embroidery hol buen deb hab lleg hoy va lleg hac entreg tard jue abr esenzi atencionalclienteesenziaclub.com escrib,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776432251624015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re problem realiz cambi buen tard ido hac cambi nuev no dej cambi tall s sal agot salud vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776431814283004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_38a250a1,[OCULTO POR PRIVACIDAD],support request edit order information for order esens1127700 been solv helpdesk support request edit order information for order esens1127700 been solv hell duni the request is clos and does not requir furth action order esens1127700 edit order information cheers the bigblu team the futur of logistic,INCIDENCIA GENERAL,POS,others,BAJA,Abierto
1776429504195014201,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],camiset buen duni no se nad ped camiset cambi correct,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776428704128004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re cancel ped sab devolv diner salud vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776428168238015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_9e51abbb,[OCULTO POR PRIVACIDAD],re fwd fwd confirm ped buen tard entonc com pod solucion graci jue abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776427822006003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_70db4c91,[OCULTO POR PRIVACIDAD],support request investigat delay order for order esens1123603 been answer helpdesk support request investigat delay order for order esens1123603 been answer hell duni you hav receiv an answer the request is still open order esens1123603 investigat delay order cheers the bigblu team the futur of,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776427032501003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_dcd684cc,[OCULTO POR PRIVACIDAD],re incident ped buen tard camiset gust cruzcamp no ningun tall s.me gust entonc reembols camiseta.much graci salud,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776426839741004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re cancel ped buen nuev direccion seriacall miguel angel asturi n2 plant viviend 15barbat cadizcodig postal 11160.graci vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776426623789004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],devolucion hol quier intercambi product ped tall l tall xl da error hor devolv numer ped,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776426622430014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],devolucion hol quier intercambi product ped tall l tall xl da error hor devolv numer ped,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776425918049014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_eaf4d59c,[OCULTO POR PRIVACIDAD],re acus recib reped n ped situacion ped entreg tard pod ayudart quier sab si hoy lleg ped vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776425834315003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_eaf4d59c,[OCULTO POR PRIVACIDAD],ped quer sab cuand lleg ped pas tiemp estim entrega.numer ped,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776425240649014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re perd ped recib much graci ros bog duni sanchis rodriguez atencionalclienteesenziaclub.com envi friday april pm ros bog kbogadohotmail. asunt re acus recib re perd ped,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776425201667004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],quer retoc fot hol equip tal tani proretoque.phot dedic retoqu fotograf profesional ecommerc estudi fotograf objet ayudar proces retoqu agil comod manten siempr vu,INCIDENCIA GENERAL,POS,joy,BAJA,Abierto
1776423682521014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re urgent cambi direccion envi ped buen disculp no habert contest no mir corre ayer much graci consider asegur algui recog dej siguient direccion vien mejor manuel romer martincall zulem sn almac,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776423177096014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib recancel ped n pedido128428 situacion pedidom equivoc tall ped pod ayudart gust cancel ped vie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776423061109015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re ped n. falt stock prend buen prend aun no lleg pas casi mes ped aun no lleg decepcion marc tan reconoc esenzi apreci pas cos jue mar duni sanch,INCIDENCIA GENERAL,NEG,anger,ALTA (Urgente),Abierto
1776423057433004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],cancel ped buen tard gust cancel ped acab hac equivoc tall numer ped graci anteman,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776422969912003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re problem envi graci duni sanchis rodriguez escrib,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776422859020015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],problem envi buen dias llev par dias intent hacer ped no acept envi logroñ normal trat algun problem puntual graci,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776422081381004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_d858d486,[OCULTO POR PRIVACIDAD],re ped graci escrib corre no vist envi mail envi iphon,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
